Bedrooms,Bathrooms,Area,Price,Location,Property Type,Compound
1,2,95,"6,041,421","New Cairo, Egypt",Apartment,Fifth Square Al Marasem
1,2,95,"6,108,902","New Cairo, Egypt",Apartment,Fifth Square Al Marasem
3,2,160,"6,700,000","New Cairo, Egypt",Apartment,Fifth Square Al Marasem
3,3,160,"7,200,000","New Cairo, Egypt",Apartment,Fifth Square Al Marasem
3,2,155,"8,000,000","New Cairo, Egypt",Apartment,Fifth Square Al Marasem
2,2,130,"8,612,620","New Cairo, Egypt",Apartment,Fifth Square Al Marasem
3,3,205,"10,500,000","New Cairo, Egypt",Apartment,Fifth Square Al Marasem
3,3,196,"11,500,000","New Cairo, Egypt",Apartment,Fifth Square Al Marasem
3,3,249,"16,000,000","New Cairo, Egypt",Townhouse,Fifth Square Al Marasem
4,3,170,"7,687,500","New Cairo, Egypt",Duplex,Fifth Square Al Marasem
2,2,121,"8,300,000","New Cairo, Egypt",Penthouse,Fifth Square Al Marasem
3,3,171,"11,700,000","New Cairo, Egypt",Penthouse,Fifth Square Al Marasem
3,3,179,"8,750,000","New Cairo, Egypt",Penthouse,Fifth Square Al Marasem
3,3,167,"9,500,000","New Cairo, Egypt",Penthouse,Fifth Square Al Marasem
2,2,128,"8,350,000","New Cairo, Egypt",Apartment,El Patio Oro
3,2,164,"9,780,000","New Cairo, Egypt",Apartment,El Patio Oro
3,2,164,"9,850,000","New Cairo, Egypt",Apartment,El Patio Oro
3,3,200,"10,980,000","New Cairo, Egypt",Apartment,El Patio Oro
3,3,174,"11,280,000","New Cairo, Egypt",Apartment,El Patio Oro
3,3,230,"13,500,000","New Cairo, Egypt",Apartment,El Patio Oro
3,3,230,"14,950,000","New Cairo, Egypt",Apartment,El Patio Oro
2,2,120,"4,305,000","New Cairo, Egypt",Apartment,El Patio Oro
3,2,171,"5,800,000","New Cairo, Egypt",Apartment,El Patio Oro
3,3,166,"5,850,000","New Cairo, Egypt",Apartment,El Patio Oro
3,2,165,"6,150,000","New Cairo, Egypt",Apartment,El Patio Oro
2,2,164,"6,150,000","New Cairo, Egypt",Apartment,El Patio Oro
2,2,128,"6,150,000","New Cairo, Egypt",Apartment,El Patio Oro
3,2,165,"6,252,000","New Cairo, Egypt",Apartment,El Patio Oro
3,3,210,"7,000,000","New Cairo, Egypt",Apartment,El Patio Oro
3,2,164,"7,175,000","New Cairo, Egypt",Apartment,El Patio Oro
3,2,168,"7,250,000","New Cairo, Egypt",Apartment,El Patio Oro
3,2,166,"7,500,000","New Cairo, Egypt",Apartment,El Patio Oro
3,2,164,"7,500,000","New Cairo, Egypt",Apartment,El Patio Oro
2,2,128,"8,350,000","New Cairo, Egypt",Apartment,El Patio Oro
3,2,164,"9,780,000","New Cairo, Egypt",Apartment,El Patio Oro
3,2,164,"9,850,000","New Cairo, Egypt",Apartment,El Patio Oro
3,3,200,"10,980,000","New Cairo, Egypt",Apartment,El Patio Oro
3,3,174,"11,280,000","New Cairo, Egypt",Apartment,El Patio Oro
3,3,230,"13,500,000","New Cairo, Egypt",Apartment,El Patio Oro
3,3,230,"14,950,000","New Cairo, Egypt",Apartment,El Patio Oro
3,2,166,"8,712,500","New Cairo, Egypt",Apartment,El Patio Oro
3,4,295,"15,000,000","New Cairo, Egypt",Townhouse,El Patio Oro
3,3,197,"12,580,000","New Cairo, Egypt",Penthouse,El Patio Oro
3,4,251,"12,900,000","New Cairo, Egypt",Penthouse,El Patio Oro
3,4,215,"14,780,000","New Cairo, Egypt",Penthouse,El Patio Oro
3,3,166,"8,000,000","New Cairo, Egypt",Penthouse,El Patio Oro
3,2,171,"8,000,000","New Cairo, Egypt",Penthouse,El Patio Oro
3,2,171,"9,737,500","New Cairo, Egypt",Penthouse,El Patio Oro
2,3,135,"5,062,500","New Cairo, Egypt",Apartment,Midtown New Cairo
2,3,155,"5,812,500","New Cairo, Egypt",Apartment,Midtown New Cairo
3,3,245,"9,187,500","New Cairo, Egypt",Apartment,Midtown New Cairo
3,3,225,"9,499,575","New Cairo, Egypt",Apartment,Midtown New Cairo
3,2,175,"8,200,000","New Cairo, Egypt",Apartment,Midtown New Cairo
3,2,185,"11,275,000","New Cairo, Egypt",Apartment,Midtown New Cairo
3,3,235,"9,937,050","New Cairo, Egypt",Duplex,Midtown New Cairo
2,4,165,"7,437,000","New Cairo, Egypt",Penthouse,Midtown New Cairo
3,4,265,"11,187,000","New Cairo, Egypt",Penthouse,Midtown New Cairo
3,2,133,"15,470,611","New Cairo, Egypt",Apartment,AZAD
2,3,183,"9,225,000","New Cairo, Egypt",Apartment,AZAD
3,3,176,"7,431,000","New Cairo, Egypt",Penthouse,AZAD
3,3,209,"8,750,000","New Cairo, Egypt",Penthouse,AZAD
0,0,94,"10,829,466","New Cairo, Egypt",Office,AZAD
3,2,180,"15,833,166","New Cairo, Egypt",Apartment,The Square
3,3,176,"4,100,000","New Cairo, Egypt",Apartment,The Square
3,3,215,"5,000,000","New Cairo, Egypt",Penthouse,The Square
3,3,192,"8,456,250","New Cairo, Egypt",Apartment,Tag Sultan
3,3,170,"11,176,352","New Cairo, Egypt",Duplex,Tag Sultan
2,3,160,"7,500,000","New Cairo, Egypt",Apartment,Sky Condos
1,2,114,"11,632,367","New Cairo, Egypt",Apartment,V Residences By Villette
2,3,130,"7,501,000","New Cairo, Egypt",Apartment,Sky Condos
1,3,159,"9,000,000","New Cairo, Egypt",Apartment,Sky Condos
5,7,440,"40,000,000","New Cairo, Egypt",Villa,Villette
3,4,310,"14,350,000","New Cairo, Egypt",Duplex,Sky Condos
4,4,223,"14,000,000","New Cairo, Egypt",Penthouse,Sky Condos
4,4,284,"15,170,000","New Cairo, Egypt",Penthouse,Sky Condos
4,4,284,"15,500,000","New Cairo, Egypt",Penthouse,Sky Condos
3,2,191,"12,812,500","New Cairo, Egypt",Apartment,Mivida
3,4,250,"40,000,000","New Cairo, Egypt",Villa,Mivida
3,3,173,"17,000,000","New Cairo, Egypt",Townhouse,Mivida
4,4,276,"20,500,000","New Cairo, Egypt",Townhouse,Mivida
0,0,59,"8,523,100","New Cairo, Egypt",Clinic,Mivida Business District
0,0,77,"11,984,600","New Cairo, Egypt",Clinic,Mivida Business District
0,0,104,"15,037,950","New Cairo, Egypt",Clinic,Mivida Business District
0,0,124,"9,905,652","New Cairo, Egypt",Office,Mivida Business District
3,3,140,"6,478,000","New Cairo, Egypt",Apartment,Mountain View 1 Extension
3,3,140,"6,519,000","New Cairo, Egypt",Apartment,Mountain View 1 Extension
3,3,285,"37,635,126","New Cairo, Egypt",Villa,Mountain View 1 Extension
3,4,235,"15,102,760","New Cairo, Egypt",Townhouse,Telal East
3,3,287,"8,300,000","New Cairo, Egypt",Duplex,Telal East
3,4,233,"10,000,000","New Cairo, Egypt",Duplex,Telal East
2,2,145,"8,750,000","New Cairo, Egypt",Apartment,Lake view Residence 2
3,3,215,"9,225,000","New Cairo, Egypt",Apartment,Lake View Residence
3,4,181,"11,300,000","New Cairo, Egypt",Apartment,Lake View Residence
4,4,237,"13,704,000","New Cairo, Egypt",Villa,Cavana Lakes  Sarai
3,4,246,"19,270,000","New Cairo, Egypt",Townhouse,The Waterway Villas
3,3,385,"32,846,000","New Cairo, Egypt",Villa,The Giselle  SwanLake Residences
2,1,123,"2,306,250","New Cairo, Egypt",Apartment,Katameya Gardens
2,1,130,"2,818,750","New Cairo, Egypt",Penthouse,Highland Park
5,3,455,"6,700,000","New Cairo, Egypt",Penthouse,Highland Park
3,2,105,"2,862,825","New Cairo, Egypt",Apartment,El Rehab 
3,2,131,"4,849,275","New Cairo, Egypt",Apartment,El Rehab 
2,2,132,"4,900,000","New Cairo, Egypt",Apartment,El Rehab 
3,2,146,"5,500,000","New Cairo, Egypt",Apartment,El Rehab 
3,2,162,"5,750,000","New Cairo, Egypt",Apartment,El Rehab 
3,3,162,"5,785,500","New Cairo, Egypt",Apartment,El Rehab 
3,3,190,"6,300,000","New Cairo, Egypt",Apartment,El Rehab 
3,2,220,"7,000,000","New Cairo, Egypt",Apartment,El Rehab 
3,3,160,"8,500,000","New Cairo, Egypt",Apartment,El Rehab 
5,4,350,"29,000,000","New Cairo, Egypt",Villa,El Rehab 
3,4,460,"29,725,000","New Cairo, Egypt",Villa,El Rehab 
9,6,533,"35,875,000","New Cairo, Egypt",Villa,El Rehab 
4,6,500,"41,174,250","New Cairo, Egypt",Villa,El Rehab 
6,5,500,"41,174,250","New Cairo, Egypt",Villa,El Rehab 
11,11,920,"45,000,000","New Cairo, Egypt",Villa,El Rehab 
6,6,750,"50,000,000","New Cairo, Egypt",Villa,El Rehab 
4,3,210,"14,862,500","New Cairo, Egypt",Townhouse,El Rehab 
0,0,38,"3,000,000","New Cairo, Egypt",Office,Trivium Business Complex
0,0,48,"3,500,000","New Cairo, Egypt",Retail,Mirage Mall
3,3,225,"4,250,000","New Cairo, Egypt",Apartment,Promenade New Cairo
3,3,225,"6,150,000","New Cairo, Egypt",Apartment,Promenade New Cairo
2,2,146,"6,200,000","New Cairo, Egypt",Apartment,The Village Gate
2,2,150,"6,500,000","New Cairo, Egypt",Apartment,The Village Gate
1,2,88,"4,305,000","New Cairo, Egypt",Studio,The Village Gate
2,3,143,"4,612,500","New Cairo, Egypt",Duplex,Porto New Cairo
2,3,143,"6,662,500","New Cairo, Egypt",Duplex,Porto New Cairo
4,4,285,"8,712,500","New Cairo, Egypt",Duplex,Porto New Cairo
3,3,202,"4,868,750","New Cairo, Egypt",Apartment,Orkidia
3,2,165,"5,125,000","New Cairo, Egypt",Apartment,Jayd 
3,3,210,"6,200,000","New Cairo, Egypt",Apartment,Jayd 
2,3,155,"5,125,000","New Cairo, Egypt",Apartment,Katameya Plaza 
0,0,50,"5,500,000","New Cairo, Egypt",Office,Trivium Square
2,2,156,"6,355,000","New Cairo, Egypt",Apartment,Eastown Residence
3,3,200,"7,200,000","New Cairo, Egypt",Apartment,Eastown Residence
3,3,200,"7,200,000","New Cairo, Egypt",Apartment,Eastown Residence
3,3,254,"12,300,000","New Cairo, Egypt",Duplex,Eastown Residence
2,4,152,"7,500,000","New Cairo, Egypt",Penthouse,Eastown Residence
2,2,159,"6,662,500","New Cairo, Egypt",Apartment,Village Garden Katameya
4,4,405,"18,962,500","New Cairo, Egypt",Villa,Village Garden Katameya
0,0,102,"16,500,000","New Cairo, Egypt",Retail,Village Garden Katameya
1,2,108,"6,843,950","New Cairo, Egypt",Apartment,Swan Lake Residences
3,3,209,"9,225,000","New Cairo, Egypt",Apartment,Swan Lake Residences
3,3,173,"11,031,050","New Cairo, Egypt",Apartment,Swan Lake Residences
3,3,170,"16,000,000","New Cairo, Egypt",Apartment,Swan Lake Residences
3,4,245,"18,589,822","New Cairo, Egypt",Apartment,Swan Lake Residences
3,2,224,"21,561,900","New Cairo, Egypt",Apartment,Swan Lake Residences
3,3,385,"32,846,000","New Cairo, Egypt",Villa,The Giselle  SwanLake Residences
3,4,385,"36,500,000","New Cairo, Egypt",Villa,Swan Lake Residences
6,6,977,"73,981,446","New Cairo, Egypt",Villa,Swan Lake Residences
3,3,171,"6,900,000","New Cairo, Egypt",Apartment,La Mirada
3,3,300,"11,000,000","New Cairo, Egypt",Twinhouse,Moon Valley I
3,2,191,"7,000,000","New Cairo, Egypt",Penthouse,Moon Valley I
3,3,190,"7,392,000","New Cairo, Egypt",Apartment,Spectrum
3,3,175,"8,200,000","New Cairo, Egypt",Apartment,Park View
3,3,270,"10,000,000","New Cairo, Egypt",Duplex,Park View
3,3,230,"8,917,500","New Cairo, Egypt",Apartment,Kattameya Plaza
2,2,137,"9,500,000","New Cairo, Egypt",Apartment,Cairo Festival City
2,2,137,"11,000,000","New Cairo, Egypt",Apartment,Cairo Festival City
3,3,199,"14,700,000","New Cairo, Egypt",Apartment,Cairo Festival City
4,4,495,"36,750,000","New Cairo, Egypt",Villa,Cairo Festival City
4,5,420,"39,000,000","New Cairo, Egypt",Villa,Cairo Festival City
4,4,495,"40,000,000","New Cairo, Egypt",Villa,Cairo Festival City
5,6,680,"41,000,000","New Cairo, Egypt",Villa,Cairo Festival City
4,5,682,"50,000,000","New Cairo, Egypt",Villa,Cairo Festival City
6,7,400,"80,000,000","New Cairo, Egypt",Villa,Cairo Festival City
4,4,310,"9,737,000","New Cairo, Egypt",Twinhouse,Villino
3,4,266,"11,950,000","New Cairo, Egypt",Townhouse,La Fontaine Province
4,4,320,"12,000,000","New Cairo, Egypt",Twinhouse,Moon Valley 2
3,4,280,"12,300,000","New Cairo, Egypt",Twinhouse,Moon Valley 2
3,4,280,"12,300,000","New Cairo, Egypt",Twinhouse,Moon Valley 2
3,3,245,"12,300,000","New Cairo, Egypt",Duplex,Village Avenue
4,5,225,"12,828,000","New Cairo, Egypt",Townhouse,Azzar New Cairo
6,7,376,"25,625,000","New Cairo, Egypt",Villa,Layan
6,10,376,"28,000,000","New Cairo, Egypt",Villa,Layan
3,4,284,"15,000,000","New Cairo, Egypt",Twinhouse,Layan
4,4,266,"14,500,000","New Cairo, Egypt",Townhouse,Layan
3,3,270,"16,400,000","New Cairo, Egypt",Townhouse,Layan
0,0,148,"14,192,012","New Cairo, Egypt",Office,Three Sixty 
0,0,1418,"150,000,000","New Cairo, Egypt",Retail,Three Sixty 
0,0,2177,"200,000,000","New Cairo, Egypt",Retail,Three Sixty 
5,4,258,"15,000,000","New Cairo, Egypt",Townhouse,Dyar Park
4,5,276,"16,400,000","New Cairo, Egypt",Penthouse,Regents Park
4,4,365,"17,000,000","New Cairo, Egypt",Villa,Les Rois New Cairo
5,5,380,"19,987,500","New Cairo, Egypt",Villa,Les Rois New Cairo
4,7,500,"25,625,000","New Cairo, Egypt",Villa,Les Rois New Cairo
4,4,425,"27,675,000","New Cairo, Egypt",Villa,Les Rois New Cairo
5,4,366,"17,425,000","New Cairo, Egypt",Twinhouse,Les Rois New Cairo
5,3,375,"20,500,000","New Cairo, Egypt",Twinhouse,Les Rois New Cairo
4,4,302,"17,425,000","New Cairo, Egypt",Duplex,Amorada
5,5,700,"40,000,000","New Cairo, Egypt",Villa,El Patio 2
3,3,360,"20,000,000","New Cairo, Egypt",Twinhouse,El Patio 2
3,3,360,"20,000,000","New Cairo, Egypt",Twinhouse,El Patio 2
3,4,360,"20,000,000","New Cairo, Egypt",Twinhouse,El Patio 2
4,5,572,"32,000,000","New Cairo, Egypt",Twinhouse,El Patio 2
10,7,375,"20,500,000","New Cairo, Egypt",Villa,Diplomats
4,4,540,"23,575,000","New Cairo, Egypt",Villa,Dyar Mokhabarat
5,6,695,"26,650,000","New Cairo, Egypt",Villa,Dyar
6,7,865,"37,925,000","New Cairo, Egypt",Villa,Dyar
4,4,285,"27,270,000","New Cairo, Egypt",Villa,Mountain View One
7,8,700,"28,000,000","New Cairo, Egypt",Villa,Katameya Hills
6,7,575,"30,000,000","New Cairo, Egypt",Villa,Katameya Hills
6,6,560,"28,700,000","New Cairo, Egypt",Villa,El Patio 1
6,6,560,"28,700,000","New Cairo, Egypt",Villa,El Patio 1
4,5,468,"30,000,000","New Cairo, Egypt",Villa,Seasons
3,3,360,"34,125,000","New Cairo, Egypt",Villa,Seasons
8,5,590,"30,000,000","New Cairo, Egypt",Villa,Arabella
4,5,550,"30,750,000","New Cairo, Egypt",Villa,La Nuova Vista
9,9,900,"31,000,000","New Cairo, Egypt",Villa,Zizinia Gardens
3,3,298,"36,014,550","New Cairo, Egypt",Serviced Apartment,W Residences Cairo
5,6,417,"38,768,107","New Cairo, Egypt",Villa,V40
12,13,1700,"205,000,000","New Cairo, Egypt",Villa,Katameya Dunes
4,5,600,"40,000,000","New Cairo, Egypt",Townhouse,Katameya Dunes
4,5,900,"51,250,000","New Cairo, Egypt",Villa,Mirage City
4,4,800,"55,000,000","New Cairo, Egypt",Villa,Mirage City
4,6,1000,"123,000,000","New Cairo, Egypt",Villa,Mirage City
4,3,220,"7,885,944","6th of October City, Egypt",Apartment,Mountain View iCity October
4,3,205,"8,438,448","6th of October City, Egypt",Apartment,Mountain View iCity October
2,2,125,"3,306,000","6th of October City, Egypt",Apartment,Mountain View iCity October
2,2,125,"3,317,105","6th of October City, Egypt",Apartment,Mountain View iCity October
2,2,125,"3,325,100","6th of October City, Egypt",Apartment,Mountain View iCity October
2,2,125,"3,808,355","6th of October City, Egypt",Apartment,Mountain View iCity October
3,3,150,"4,100,000","6th of October City, Egypt",Apartment,Mountain View iCity October
2,2,130,"4,100,000","6th of October City, Egypt",Apartment,Mountain View iCity October
3,3,150,"4,100,000","6th of October City, Egypt",Apartment,Mountain View iCity October
3,3,145,"4,200,000","6th of October City, Egypt",Apartment,Mountain View iCity October
3,3,150,"4,200,000","6th of October City, Egypt",Apartment,Mountain View iCity October
2,2,115,"4,485,000","6th of October City, Egypt",Apartment,Mountain View iCity October
3,3,155,"4,500,000","6th of October City, Egypt",Apartment,Mountain View iCity October
3,3,180,"4,500,000","6th of October City, Egypt",Apartment,Mountain View iCity October
4,3,220,"7,885,944","6th of October City, Egypt",Apartment,Mountain View iCity October
4,3,205,"8,438,448","6th of October City, Egypt",Apartment,Mountain View iCity October
2,2,125,"4,500,000","6th of October City, Egypt",Apartment,Mountain View iCity October
2,2,125,"4,500,000","6th of October City, Egypt",Apartment,Mountain View iCity October
3,3,165,"4,773,642","6th of October City, Egypt",Apartment,Mountain View iCity October
3,2,130,"5,000,000","6th of October City, Egypt",Apartment,Mountain View iCity October
2,2,125,"5,125,000","6th of October City, Egypt",Apartment,Mountain View iCity October
3,3,165,"6,000,000","6th of October City, Egypt",Apartment,Mountain View iCity October
3,3,180,"6,580,090","6th of October City, Egypt",Apartment,Mountain View iCity October
4,3,210,"7,966,684","6th of October City, Egypt",Apartment,Mountain View iCity October
2,2,125,"5,018,592","6th of October City, Egypt",Apartment,Lagoon Beach Park Mountain View I-City October
2,2,115,"6,325,000","6th of October City, Egypt",Apartment,Lagoon Beach Park Mountain View I-City October
2,2,175,"7,604,330","6th of October City, Egypt",Duplex,Mountain View iCity October
3,3,220,"9,792,212","6th of October City, Egypt",Duplex,Mountain View iCity October
3,3,220,"10,626,079","6th of October City, Egypt",Duplex,Mountain View iCity October
3,3,225,"12,713,101","6th of October City, Egypt",Duplex,Mountain View iCity October
2,2,116,"9,015,000","6th of October City, Egypt",Apartment,O West Orascom
2,3,120,"9,661,000","6th of October City, Egypt",Apartment,O West Orascom
2,3,133,"9,927,000","6th of October City, Egypt",Apartment,O West Orascom
2,3,142,"10,025,000","6th of October City, Egypt",Apartment,O West Orascom
2,3,142,"10,090,000","6th of October City, Egypt",Apartment,O West Orascom
2,3,135,"10,371,000","6th of October City, Egypt",Apartment,O West Orascom
2,3,146,"10,435,000","6th of October City, Egypt",Apartment,O West Orascom
2,3,140,"10,542,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,175,"10,608,000","6th of October City, Egypt",Apartment,O West Orascom
4,3,205,"10,620,000","6th of October City, Egypt",Apartment,O West Orascom
2,3,143,"10,754,000","6th of October City, Egypt",Apartment,O West Orascom
2,3,135,"10,760,000","6th of October City, Egypt",Apartment,O West Orascom
2,2,121,"4,900,000","6th of October City, Egypt",Apartment,O West Orascom
2,2,116,"5,380,000","6th of October City, Egypt",Apartment,O West Orascom
3,5,190,"7,434,414","6th of October City, Egypt",Apartment,O West Orascom
2,3,117,"8,415,000","6th of October City, Egypt",Apartment,O West Orascom
2,2,116,"5,592,564","6th of October City, Egypt",Apartment,Qemet Owest
2,2,117,"6,154,760","6th of October City, Egypt",Apartment,Qemet Owest
4,3,207,"10,793,000","6th of October City, Egypt",Apartment,O West Orascom
4,3,207,"10,825,000","6th of October City, Egypt",Apartment,O West Orascom
4,3,211,"10,930,000","6th of October City, Egypt",Apartment,O West Orascom
4,3,211,"11,002,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,177,"11,028,000","6th of October City, Egypt",Apartment,O West Orascom
4,3,209,"11,032,000","6th of October City, Egypt",Apartment,O West Orascom
2,3,147,"11,426,000","6th of October City, Egypt",Apartment,O West Orascom
2,3,147,"11,489,000","6th of October City, Egypt",Apartment,O West Orascom
4,3,214,"11,623,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,178,"11,732,000","6th of October City, Egypt",Apartment,O West Orascom
2,3,155,"12,121,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,174,"12,415,000","6th of October City, Egypt",Apartment,O West Orascom
2,2,121,"4,900,000","6th of October City, Egypt",Apartment,O West Orascom
2,2,116,"5,380,000","6th of October City, Egypt",Apartment,O West Orascom
3,5,190,"7,434,414","6th of October City, Egypt",Apartment,O West Orascom
2,3,117,"8,415,000","6th of October City, Egypt",Apartment,O West Orascom
2,2,116,"5,592,564","6th of October City, Egypt",Apartment,Qemet Owest
2,2,117,"6,154,760","6th of October City, Egypt",Apartment,Qemet Owest
3,3,168,"12,684,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,181,"12,922,000","6th of October City, Egypt",Apartment,O West Orascom
4,3,207,"13,227,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,193,"13,560,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,194,"13,566,000","6th of October City, Egypt",Apartment,O West Orascom
2,3,150,"13,592,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,194,"13,605,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,170,"13,644,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,196,"13,690,000","6th of October City, Egypt",Apartment,O West Orascom
3,4,192,"13,788,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,193,"13,994,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,196,"14,010,000","6th of October City, Egypt",Apartment,O West Orascom
2,2,121,"4,900,000","6th of October City, Egypt",Apartment,O West Orascom
2,2,116,"5,380,000","6th of October City, Egypt",Apartment,O West Orascom
3,5,190,"7,434,414","6th of October City, Egypt",Apartment,O West Orascom
2,3,117,"8,415,000","6th of October City, Egypt",Apartment,O West Orascom
2,2,116,"5,592,564","6th of October City, Egypt",Apartment,Qemet Owest
2,2,117,"6,154,760","6th of October City, Egypt",Apartment,Qemet Owest
3,3,194,"14,114,000","6th of October City, Egypt",Apartment,O West Orascom
3,4,210,"14,330,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,193,"14,787,000","6th of October City, Egypt",Apartment,O West Orascom
3,4,246,"15,703,000","6th of October City, Egypt",Apartment,O West Orascom
3,4,246,"15,703,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,276,"18,583,000","6th of October City, Egypt",Apartment,O West Orascom
3,3,277,"18,639,000","6th of October City, Egypt",Apartment,O West Orascom
4,4,310,"18,953,000","6th of October City, Egypt",Apartment,O West Orascom
4,4,310,"19,119,000","6th of October City, Egypt",Apartment,O West Orascom
4,4,310,"19,274,000","6th of October City, Egypt",Apartment,O West Orascom
2,2,121,"4,900,000","6th of October City, Egypt",Apartment,O West Orascom
2,2,116,"5,380,000","6th of October City, Egypt",Apartment,O West Orascom
3,5,190,"7,434,414","6th of October City, Egypt",Apartment,O West Orascom
2,3,117,"8,415,000","6th of October City, Egypt",Apartment,O West Orascom
2,2,116,"5,592,564","6th of October City, Egypt",Apartment,Qemet Owest
2,2,117,"6,154,760","6th of October City, Egypt",Apartment,Qemet Owest
4,5,336,"25,703,000","6th of October City, Egypt",Villa,O West Orascom
4,7,405,"30,324,000","6th of October City, Egypt",Villa,O West Orascom
4,5,325,"38,555,000","6th of October City, Egypt",Villa,O West Orascom
5,5,517,"52,743,000","6th of October City, Egypt",Villa,O West Orascom
4,5,312,"16,400,000","6th of October City, Egypt",Villa,O West Orascom
6,6,292,"23,000,000","6th of October City, Egypt",Villa,O West Orascom
3,3,250,"24,870,000","6th of October City, Egypt",Villa,O West Orascom
3,4,207,"10,434,000","6th of October City, Egypt",Twinhouse,O West Orascom
3,4,195,"12,976,000","6th of October City, Egypt",Twinhouse,O West Orascom
3,4,207,"13,193,000","6th of October City, Egypt",Twinhouse,O West Orascom
3,3,204,"19,296,000","6th of October City, Egypt",Twinhouse,O West Orascom
4,5,245,"14,000,000","6th of October City, Egypt",Twinhouse,O West Orascom
3,4,202,"8,000,000","6th of October City, Egypt",Townhouse,O West Orascom
3,4,201,"9,438,288","6th of October City, Egypt",Townhouse,O West Orascom
2,2,153,"8,812,000","6th of October City, Egypt",Duplex,O West Orascom
2,2,153,"8,932,000","6th of October City, Egypt",Duplex,O West Orascom
3,3,229,"12,124,000","6th of October City, Egypt",Duplex,O West Orascom
3,3,229,"12,290,000","6th of October City, Egypt",Duplex,O West Orascom
3,4,233,"12,312,000","6th of October City, Egypt",Duplex,O West Orascom
3,3,231,"12,421,000","6th of October City, Egypt",Duplex,O West Orascom
3,3,212,"12,453,000","6th of October City, Egypt",Duplex,O West Orascom
3,4,287,"18,278,000","6th of October City, Egypt",Duplex,O West Orascom
4,4,289,"18,251,000","6th of October City, Egypt",Penthouse,O West Orascom
4,4,310,"19,713,000","6th of October City, Egypt",Penthouse,O West Orascom
4,4,310,"19,876,000","6th of October City, Egypt",Penthouse,O West Orascom
4,4,310,"20,076,000","6th of October City, Egypt",Penthouse,O West Orascom
3,4,270,"13,000,000","6th of October City, Egypt",Penthouse,O West Orascom
2,3,125,"6,792,882","6th of October City, Egypt",Apartment,Badya 
2,3,127,"6,955,474","6th of October City, Egypt",Apartment,Badya 
2,3,131,"7,039,642","6th of October City, Egypt",Apartment,Badya 
2,3,131,"7,171,942","6th of October City, Egypt",Apartment,Badya 
2,3,131,"7,207,243","6th of October City, Egypt",Apartment,Badya 
2,3,125,"7,351,082","6th of October City, Egypt",Apartment,Badya 
2,3,142,"7,713,171","6th of October City, Egypt",Apartment,Badya 
2,3,134,"8,047,401","6th of October City, Egypt",Apartment,Badya 
3,3,152,"8,272,131","6th of October City, Egypt",Apartment,Badya 
3,3,154,"8,327,639","6th of October City, Egypt",Apartment,Badya 
3,3,147,"8,788,798","6th of October City, Egypt",Apartment,Badya 
3,3,154,"8,939,039","6th of October City, Egypt",Apartment,Badya 
1,1,83,"2,500,000","6th of October City, Egypt",Apartment,Badya 
2,2,141,"3,505,500","6th of October City, Egypt",Apartment,Badya 
2,3,140,"3,638,750","6th of October City, Egypt",Apartment,Badya 
3,3,175,"4,000,000","6th of October City, Egypt",Apartment,Badya 
3,3,196,"4,000,000","6th of October City, Egypt",Apartment,Badya 
2,3,146,"4,047,000","6th of October City, Egypt",Apartment,Badya 
2,2,131,"4,715,000","6th of October City, Egypt",Apartment,Badya 
2,3,130,"4,980,070","6th of October City, Egypt",Apartment,Badya 
2,3,131,"5,068,000","6th of October City, Egypt",Apartment,Badya 
3,3,175,"5,088,000","6th of October City, Egypt",Apartment,Badya 
2,3,130,"5,912,077","6th of October City, Egypt",Apartment,Badya 
3,3,154,"8,958,539","6th of October City, Egypt",Apartment,Badya 
3,3,167,"9,082,930","6th of October City, Egypt",Apartment,Badya 
3,4,160,"9,365,476","6th of October City, Egypt",Apartment,Badya 
2,3,171,"9,458,745","6th of October City, Egypt",Apartment,Badya 
3,3,195,"10,269,003","6th of October City, Egypt",Apartment,Badya 
4,4,252,"11,823,448","6th of October City, Egypt",Apartment,Badya 
3,4,174,"6,824,206","6th of October City, Egypt",Apartment,Badya 
1,1,83,"2,500,000","6th of October City, Egypt",Apartment,Badya 
2,2,141,"3,505,500","6th of October City, Egypt",Apartment,Badya 
2,3,140,"3,638,750","6th of October City, Egypt",Apartment,Badya 
3,3,175,"4,000,000","6th of October City, Egypt",Apartment,Badya 
3,3,196,"4,000,000","6th of October City, Egypt",Apartment,Badya 
2,3,146,"4,047,000","6th of October City, Egypt",Apartment,Badya 
2,2,131,"4,715,000","6th of October City, Egypt",Apartment,Badya 
2,3,130,"4,980,070","6th of October City, Egypt",Apartment,Badya 
